mean: -9078260.254 std: (+/-14742832.035) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -6197579.019 std: (+/-10841488.465) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -5324723.514 std: (+/-9831116.654) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -5320697.878 std: (+/-8401574.726) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5188162.295 std: (+/-8669889.635) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5819846.846 std: (+/-9137634.054) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5438492.648 std: (+/-8638829.795) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5509143.153 std: (+/-8780293.795) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5726676.732 std: (+/-9226139.706) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5482683.784 std: (+/-9466802.915) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5449270.851 std: (+/-9362175.223) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5021655.942 std: (+/-8725191.863) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5293726.190 std: (+/-8777790.412) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5621037.225 std: (+/-8711723.199) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5726763.258 std: (+/-9164119.537) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5492716.350 std: (+/-8608280.484) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5569166.580 std: (+/-9059225.090) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5372228.703 std: (+/-8923866.791) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5404859.668 std: (+/-8893741.088) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5253980.265 std: (+/-8115913.119) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5390890.903 std: (+/-8272409.483) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5406997.440 std: (+/-8877942.342) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5370831.039 std: (+/-8884714.154) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5317972.077 std: (+/-8397669.112) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5367249.384 std: (+/-9109888.310) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5306732.038 std: (+/-8857672.622) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5192081.651 std: (+/-8665893.828) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5127186.820 std: (+/-8423331.230) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5548073.243 std: (+/-9245357.699) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5711520.298 std: (+/-9271031.063) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5532532.215 std: (+/-9412806.906) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5105807.108 std: (+/-8346942.442) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -5476029.371 std: (+/-9025226.269) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -9621043.285 std: (+/-16785724.731) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -9082361.798 std: (+/-14508310.035) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8968773.260 std: (+/-14691043.106) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -9109307.658 std: (+/-14383500.315) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -9078684.139 std: (+/-14802916.139) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -9305575.290 std: (+/-15453268.305) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -9218614.847 std: (+/-14815323.248) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8957313.014 std: (+/-14554069.722) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -9245903.017 std: (+/-14821565.949) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -9297288.149 std: (+/-15503710.802) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8791866.942 std: (+/-14013285.022) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8797133.324 std: (+/-14117556.356) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8279886.409 std: (+/-12323962.124) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8413991.003 std: (+/-13028547.485) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -9218943.364 std: (+/-15241215.163) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8774042.545 std: (+/-13910923.653) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -9118576.107 std: (+/-15247729.772) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8739969.912 std: (+/-14030272.573) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8760830.632 std: (+/-14163506.032) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8715454.673 std: (+/-13800932.736) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8349288.975 std: (+/-13913925.804) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8321079.962 std: (+/-13999223.267) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8343150.095 std: (+/-13931299.333) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8370350.170 std: (+/-14032219.584) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8394196.141 std: (+/-13917348.488) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8340966.601 std: (+/-14039395.952) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8332073.757 std: (+/-14229915.929) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8373432.522 std: (+/-14024790.685) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8388815.881 std: (+/-13910401.781) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8334010.267 std: (+/-13950732.444) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8495388.497 std: (+/-11909555.302) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -8358930.755 std: (+/-12173277.368) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -8332925.301 std: (+/-12148925.363) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -7975052.885 std: (+/-11542986.063) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -7875869.180 std: (+/-11139913.854) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -8066284.621 std: (+/-10826824.861) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -8136998.725 std: (+/-11494378.449) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -8009459.816 std: (+/-11667339.340) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -8329096.844 std: (+/-11935005.525) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -7531464.353 std: (+/-10258625.186) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -7555315.353 std: (+/-10289720.212) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -7680518.444 std: (+/-10191821.556) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -7931957.514 std: (+/-10747653.074) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -7893589.232 std: (+/-10877832.984) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -7866233.478 std: (+/-10797691.068) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -7732669.869 std: (+/-10427188.352) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -7773262.188 std: (+/-10841449.910) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -7844249.187 std: (+/-10553784.879) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -8036241.509 std: (+/-11110456.176) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -8116240.008 std: (+/-11146664.726) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -7909050.003 std: (+/-14079609.715) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -7985532.891 std: (+/-13874961.900) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -7985294.179 std: (+/-14152830.346) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -7889394.094 std: (+/-14040013.800) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -7932410.628 std: (+/-14114028.144) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -7953345.047 std: (+/-14487077.368) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -7807514.453 std: (+/-13929680.917) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -8039913.956 std: (+/-14264645.012) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -7994868.873 std: (+/-14263394.049) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -7867328.041 std: (+/-13544727.112) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -6598793.233 std: (+/-10771633.137) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6607782.673 std: (+/-10588798.597) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6593289.426 std: (+/-10585814.394) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6670223.409 std: (+/-10679475.860) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6656005.886 std: (+/-10666105.398) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6591710.185 std: (+/-10558699.125) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6636956.399 std: (+/-10642275.828) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6598966.172 std: (+/-10554845.559) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6627091.656 std: (+/-10548541.214) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6545691.286 std: (+/-10429069.912) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6696959.430 std: (+/-10896142.070) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6656700.300 std: (+/-10681060.446) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6598042.109 std: (+/-10563385.865) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6631195.432 std: (+/-10628749.438) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6792338.612 std: (+/-11002535.967) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6632661.165 std: (+/-10704979.064) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6596005.786 std: (+/-10541534.469) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6645286.074 std: (+/-10715672.618) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6653896.464 std: (+/-10723677.494) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6649818.142 std: (+/-10705197.822) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6755069.415 std: (+/-10861172.467) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6684432.906 std: (+/-10510773.898) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6656857.556 std: (+/-10672379.372) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6672997.248 std: (+/-10437702.561) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6713636.997 std: (+/-10606122.140) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6724789.178 std: (+/-10587350.976) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6735800.650 std: (+/-10579853.685) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6712732.076 std: (+/-10600717.911) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6701946.617 std: (+/-10610459.569) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -6633261.628 std: (+/-10543412.345) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -5162349.852 std: (+/-9048494.465) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5688328.555 std: (+/-8497865.928) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5098750.600 std: (+/-8908449.752) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5856708.306 std: (+/-9458640.584) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5622487.945 std: (+/-9250493.030) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5789278.717 std: (+/-9785621.728) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5599415.478 std: (+/-9122899.414) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -6141106.912 std: (+/-9132710.347) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5618399.557 std: (+/-9086757.436) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5364916.888 std: (+/-8637217.488) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -6690219.000 std: (+/-9361647.753) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5218199.668 std: (+/-9012232.523) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -6509488.285 std: (+/-9640206.997) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -6047128.520 std: (+/-9161303.239) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5798982.191 std: (+/-8247211.503) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -6451638.572 std: (+/-9286692.060) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -6692028.234 std: (+/-10781332.026) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5784425.604 std: (+/-9274850.976) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5915391.390 std: (+/-8703258.214) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5462048.758 std: (+/-9717448.997) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5997470.359 std: (+/-10128272.215) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5270209.652 std: (+/-9472050.013) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5545464.624 std: (+/-8706375.093) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5463371.618 std: (+/-8711151.909) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5533591.339 std: (+/-9345964.188) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5654380.486 std: (+/-10152275.714) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5621012.374 std: (+/-9637541.200) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5302769.737 std: (+/-9085799.422) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5132147.851 std: (+/-8967468.912) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5435221.087 std: (+/-9107005.736) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -5734491.535 std: (+/-9360383.996) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -5065297.798 std: (+/-8965604.621) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -5840092.470 std: (+/-9224356.694) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -6072889.384 std: (+/-10281351.571) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -5573456.365 std: (+/-8938816.220) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -5954532.205 std: (+/-9282847.801) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -6559998.184 std: (+/-9631133.100) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -6226057.460 std: (+/-10551507.299) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -6561149.325 std: (+/-9802377.999) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -5847927.925 std: (+/-9814061.979) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -6173455.876 std: (+/-9176002.642) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -5695809.957 std: (+/-10500713.902) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -6272320.613 std: (+/-10339016.791) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -5701789.450 std: (+/-9336368.624) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
