mean: -10623037500.001 std: (+/-16295562142.712) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -9916777125.463 std: (+/-21272860841.209) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -9717192027.418 std: (+/-21267258408.957) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -10033511016.056 std: (+/-21543371158.026) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -10390814484.087 std: (+/-21922123814.710) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -9823321738.223 std: (+/-21275898432.074) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -10052440779.082 std: (+/-20499587674.495) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -10044437350.141 std: (+/-22427471666.787) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -10357657757.027 std: (+/-22584977338.291) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -10520897189.109 std: (+/-21414631530.906) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -10194347295.593 std: (+/-21398987872.933) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -9467694349.134 std: (+/-20570560444.816) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -9883357733.794 std: (+/-21345835603.812) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -10045696599.688 std: (+/-20894716658.764) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -10177393127.481 std: (+/-21564790500.105) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -9667426383.337 std: (+/-20898497983.673) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -9693424942.315 std: (+/-20679706980.037) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -9780259131.269 std: (+/-19123089842.686) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -9801677843.395 std: (+/-19441743091.030) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -9739629718.197 std: (+/-19076331420.775) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -9669177683.245 std: (+/-18489360724.777) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -9543225421.048 std: (+/-18811836063.104) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -9626203505.528 std: (+/-18629636371.025) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -9629799377.527 std: (+/-18177157175.050) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -9662873536.263 std: (+/-18901348111.312) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -9635742778.956 std: (+/-18806902980.975) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -9685517839.235 std: (+/-19044465242.460) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -10576419905.716 std: (+/-15373107178.797) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10357261949.674 std: (+/-15432741445.154) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -11812526878.403 std: (+/-18406892890.027) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10542699304.258 std: (+/-16308564002.517) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10853526302.280 std: (+/-16351016592.004) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -11843239545.628 std: (+/-15834189635.799) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10153019876.543 std: (+/-13540718258.790) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10791626462.863 std: (+/-15038382668.467) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -11066297921.172 std: (+/-16371893762.919) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10524474950.367 std: (+/-15462928190.089) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10959259626.796 std: (+/-18969912345.140) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10463890245.216 std: (+/-18762701183.760) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10359344070.151 std: (+/-18846523612.738) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10856623287.475 std: (+/-19188816776.852) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10548655668.812 std: (+/-19065271673.091) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10771182839.853 std: (+/-19171726236.865) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10925761901.956 std: (+/-19272909922.097) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10767657855.251 std: (+/-19261330314.164) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10689369008.526 std: (+/-19424396779.242) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10515026036.049 std: (+/-19247795552.517) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10754084189.057 std: (+/-22834854543.160) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10632521170.913 std: (+/-22510685379.881) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10621818185.262 std: (+/-22538908005.052) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10600579789.228 std: (+/-22472269728.103) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10626560184.492 std: (+/-22500576082.938) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10621576811.825 std: (+/-22544304484.362) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10589215636.215 std: (+/-22451789516.424) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10638263063.732 std: (+/-22571589561.824) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10615321087.300 std: (+/-22494190590.016) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10630664170.806 std: (+/-22545902955.900) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10685253602.014 std: (+/-17646241705.842) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -9560163376.436 std: (+/-15539829022.712) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -10873436447.405 std: (+/-17230149451.996) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -10994685745.054 std: (+/-17472290876.703) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -9844313054.079 std: (+/-16680355393.270) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -10517914684.106 std: (+/-16390362183.053) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -11601440673.496 std: (+/-19290695449.235) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -11338767519.850 std: (+/-19001798957.962) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -10001626170.621 std: (+/-16834325493.991) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -10084647688.641 std: (+/-16384381758.239) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -9817093859.765 std: (+/-20278798637.304) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -9848570663.462 std: (+/-20379925335.095) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -9673345903.304 std: (+/-20207689786.111) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -9862491166.360 std: (+/-20057426023.920) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -9913674877.496 std: (+/-20193254527.580) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -10073940575.522 std: (+/-20297115003.381) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -9984107869.585 std: (+/-20324486281.614) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -10314866815.077 std: (+/-20330483099.908) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -9899729900.294 std: (+/-20319351305.637) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -10397282983.904 std: (+/-20228174480.170) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -10130174871.274 std: (+/-23849820353.360) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -10144020334.507 std: (+/-24134380550.617) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -10102690244.629 std: (+/-24150387647.663) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -10177364091.136 std: (+/-24113157441.240) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -10141308223.943 std: (+/-24152505499.097) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -10118665289.988 std: (+/-24196637051.858) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -10153247364.570 std: (+/-24151201628.578) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -10121234790.557 std: (+/-24125060859.785) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -10125238935.429 std: (+/-24151621395.843) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -10166071919.614 std: (+/-24082130745.799) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -9979010498.805 std: (+/-23205149304.272) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -9943377205.753 std: (+/-22426770370.395) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -9551003214.109 std: (+/-22435409501.207) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -10078278327.811 std: (+/-22536929979.302) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -10189723193.189 std: (+/-22592076762.067) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -10090571462.093 std: (+/-21998105197.721) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -9895267069.856 std: (+/-22041380813.975) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -9844732098.316 std: (+/-21770655509.382) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -10033396951.792 std: (+/-22078016597.060) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -10132333983.602 std: (+/-21940767969.878) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -9760209805.693 std: (+/-22895916469.937) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -9671799623.248 std: (+/-22935821016.127) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -9916343885.338 std: (+/-22508784059.970) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -9658489167.698 std: (+/-22267511340.169) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -9723027175.497 std: (+/-21934264844.261) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -9856022893.692 std: (+/-21824575466.187) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -9696371176.919 std: (+/-22026107226.669) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -9540839027.093 std: (+/-21965286295.339) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -10247563634.162 std: (+/-22456316275.741) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -10758816097.816 std: (+/-22606313997.979) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -9974788774.352 std: (+/-21070703289.141) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -9932554698.664 std: (+/-20848246469.672) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -9849491196.416 std: (+/-20227549535.569) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -9772198142.312 std: (+/-19957331121.217) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -9728479977.630 std: (+/-19802155882.593) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -9705107251.205 std: (+/-19739637255.775) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -9697731996.468 std: (+/-19692413715.059) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -9705525563.339 std: (+/-19645900514.141) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -9700298202.374 std: (+/-19637987279.889) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -9717099171.965 std: (+/-19597249566.911) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -9509261381.523 std: (+/-17349337349.712) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -11720517907.571 std: (+/-17950199950.901) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -9953139916.749 std: (+/-17194964138.279) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8519381896.648 std: (+/-16029109996.756) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -11211414345.728 std: (+/-16868120408.385) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -9994913086.703 std: (+/-17254894593.870) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10427451947.495 std: (+/-18269182642.002) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -9091646034.526 std: (+/-16299208220.295) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -12129053430.045 std: (+/-19932597821.961) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -11168490678.335 std: (+/-17256427096.650) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -9450400807.494 std: (+/-18267481507.438) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10609179632.425 std: (+/-19058224103.217) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10610311095.805 std: (+/-18756954052.102) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10870689630.867 std: (+/-18450752005.904) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10521321476.906 std: (+/-16763875593.638) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10377319564.052 std: (+/-17302146454.486) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -9343333256.384 std: (+/-15815316482.371) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10632235806.433 std: (+/-18297306049.536) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -11752952381.405 std: (+/-18173062002.172) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -9864168765.256 std: (+/-18171161964.555) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -9061561191.841 std: (+/-18435087993.678) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -9035154647.598 std: (+/-18043691891.699) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8410591884.607 std: (+/-16109274758.475) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8890707314.611 std: (+/-17295934998.957) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8674759665.264 std: (+/-16556775380.525) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8876152991.807 std: (+/-17408081348.322) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -9202464194.641 std: (+/-17211583658.183) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -9046988004.348 std: (+/-16928139786.916) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -8780433491.144 std: (+/-17072039589.137) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -9116562225.027 std: (+/-18196544584.242) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -10357699484.282 std: (+/-19360101916.958) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -9065564045.628 std: (+/-15658729465.458) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -8416022515.638 std: (+/-18649347976.214) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -7543074577.418 std: (+/-14293279265.720) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -9174858118.371 std: (+/-18227159534.671) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -8561323825.916 std: (+/-16418050735.283) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -9453576461.936 std: (+/-17538054837.758) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -9879691061.976 std: (+/-17522832620.660) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -9575285287.825 std: (+/-18336881772.738) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -10365039755.776 std: (+/-19950113710.386) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -9868474542.425 std: (+/-17582759102.038) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -9729038697.999 std: (+/-19604673130.015) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -9815478203.770 std: (+/-18825009092.217) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -9872922167.193 std: (+/-18966643497.061) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -8978737772.249 std: (+/-18123692879.485) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -9680616734.417 std: (+/-16187999360.968) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
