mean: -588377.049 std: (+/-711136.674) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -436851.938 std: (+/-696567.788) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -372614.016 std: (+/-587158.495) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -394490.554 std: (+/-554554.887) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -408409.669 std: (+/-549040.098) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -405061.720 std: (+/-601566.419) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -391904.165 std: (+/-635470.260) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -387264.914 std: (+/-572696.394) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -456269.031 std: (+/-548326.888) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -445322.449 std: (+/-694292.122) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -385488.014 std: (+/-535528.150) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -398475.122 std: (+/-587339.378) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -385029.148 std: (+/-538635.784) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -384085.233 std: (+/-557904.294) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -375704.313 std: (+/-505592.388) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -413525.924 std: (+/-638426.542) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -370844.914 std: (+/-545397.140) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -395143.303 std: (+/-565966.866) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -421058.194 std: (+/-558519.382) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -414715.693 std: (+/-559975.206) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -423977.903 std: (+/-637144.911) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -633244.006 std: (+/-763681.130) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -626991.996 std: (+/-658733.814) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -612593.489 std: (+/-680357.412) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -601610.883 std: (+/-706186.185) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -619730.932 std: (+/-789164.521) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -587137.587 std: (+/-698872.195) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -606588.094 std: (+/-683443.014) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -588628.852 std: (+/-677467.370) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -593398.369 std: (+/-680806.617) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -585873.348 std: (+/-694572.320) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -499466.187 std: (+/-622463.607) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -502576.354 std: (+/-657077.277) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -477217.152 std: (+/-631914.810) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -479511.348 std: (+/-605284.067) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -489909.992 std: (+/-597060.513) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -466437.379 std: (+/-629796.037) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -514694.965 std: (+/-690302.513) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -486416.942 std: (+/-661536.974) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -519732.879 std: (+/-692398.904) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -496290.227 std: (+/-709970.959) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -489388.185 std: (+/-762549.559) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -483469.045 std: (+/-726464.493) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -475390.560 std: (+/-755362.500) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -479955.857 std: (+/-746362.117) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -458616.647 std: (+/-706685.965) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -479716.905 std: (+/-757344.644) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -487592.759 std: (+/-792497.263) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -489142.743 std: (+/-763415.228) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -516808.733 std: (+/-815231.037) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -487204.702 std: (+/-772738.288) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -462330.089 std: (+/-511413.574) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -487764.084 std: (+/-576967.415) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -502513.213 std: (+/-602086.421) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -506582.321 std: (+/-600611.070) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -489253.762 std: (+/-560258.262) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -522167.462 std: (+/-617798.371) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -466259.914 std: (+/-540781.431) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -478619.691 std: (+/-527050.344) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -477267.949 std: (+/-555281.780) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -495943.308 std: (+/-583852.109) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -485401.240 std: (+/-568000.710) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -511499.838 std: (+/-626008.873) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -518287.468 std: (+/-675028.038) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -500896.354 std: (+/-629234.531) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -483888.925 std: (+/-610328.215) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -479058.770 std: (+/-550205.104) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -503162.806 std: (+/-620223.014) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -529292.911 std: (+/-689071.138) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -525489.302 std: (+/-683608.658) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -511054.393 std: (+/-648744.186) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -515274.312 std: (+/-741853.485) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -472823.555 std: (+/-581485.980) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -490714.955 std: (+/-603228.683) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -494595.444 std: (+/-661889.515) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -492634.645 std: (+/-645608.208) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -484675.049 std: (+/-622399.404) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -468565.917 std: (+/-618988.126) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -485273.802 std: (+/-606332.987) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -482264.292 std: (+/-623098.319) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -493736.537 std: (+/-661608.161) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -379016.807 std: (+/-404547.463) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -369432.787 std: (+/-396615.539) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -370870.164 std: (+/-407338.103) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -371374.624 std: (+/-432432.535) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -389112.800 std: (+/-416945.909) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -385774.026 std: (+/-426660.226) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -382692.586 std: (+/-389909.077) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -364725.394 std: (+/-383990.111) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -363518.166 std: (+/-362568.395) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -373469.401 std: (+/-384740.202) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -362721.729 std: (+/-408096.065) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -361981.878 std: (+/-375283.535) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -378159.027 std: (+/-395542.552) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -374926.290 std: (+/-410116.460) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -359792.683 std: (+/-389912.066) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -354355.605 std: (+/-351695.945) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -368552.267 std: (+/-370430.229) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -361160.172 std: (+/-341684.577) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -374532.131 std: (+/-394052.758) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -367065.672 std: (+/-366946.383) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -353712.198 std: (+/-432013.958) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -365780.521 std: (+/-459734.279) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -348080.227 std: (+/-418976.685) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -365914.297 std: (+/-440816.535) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -386274.924 std: (+/-524668.201) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -375425.542 std: (+/-532231.413) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -354680.264 std: (+/-422288.104) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -363283.968 std: (+/-455289.199) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -357511.634 std: (+/-432062.031) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -363089.428 std: (+/-443643.470) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -519803.025 std: (+/-863229.635) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -448445.518 std: (+/-697380.883) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -446190.403 std: (+/-703418.279) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -493375.782 std: (+/-645028.533) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -469264.129 std: (+/-662423.184) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -441801.849 std: (+/-709283.085) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -462101.195 std: (+/-736833.521) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -511236.354 std: (+/-722956.375) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -499488.845 std: (+/-691899.787) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -444813.067 std: (+/-707825.593) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -479504.535 std: (+/-641623.983) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -502497.459 std: (+/-730284.712) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -503801.593 std: (+/-821245.647) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -431410.569 std: (+/-600819.633) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -474619.101 std: (+/-661128.525) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -466184.493 std: (+/-731562.435) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -479773.697 std: (+/-706052.368) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -470240.521 std: (+/-760039.158) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -502486.447 std: (+/-661923.234) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -488662.865 std: (+/-628736.279) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -503160.420 std: (+/-833069.971) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -469089.994 std: (+/-689540.666) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -460780.611 std: (+/-647065.731) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -463064.857 std: (+/-863472.241) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -466291.351 std: (+/-747673.217) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -512477.550 std: (+/-825032.773) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -506662.837 std: (+/-663313.327) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -464241.036 std: (+/-739182.075) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -479347.357 std: (+/-753412.421) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -435110.240 std: (+/-710723.044) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -449562.657 std: (+/-565241.006) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -495641.860 std: (+/-795570.506) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -466962.087 std: (+/-708669.210) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -442377.786 std: (+/-728417.236) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -444292.972 std: (+/-675510.111) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -464269.187 std: (+/-663457.466) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -427180.361 std: (+/-652964.228) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -528986.313 std: (+/-980452.820) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -468682.828 std: (+/-671178.479) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -419899.133 std: (+/-680407.922) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -478464.223 std: (+/-734909.710) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -444877.257 std: (+/-707308.531) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -472351.692 std: (+/-760000.988) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -445007.357 std: (+/-634925.185) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -431539.297 std: (+/-694086.847) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -402494.760 std: (+/-607353.709) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -472792.498 std: (+/-824783.956) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -469641.448 std: (+/-722561.327) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -406338.905 std: (+/-568161.131) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -503791.627 std: (+/-771850.432) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -430663.227 std: (+/-679758.058) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -446237.913 std: (+/-750456.481) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -428690.399 std: (+/-720253.078) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -422115.561 std: (+/-698605.154) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -458228.976 std: (+/-795158.530) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -416220.881 std: (+/-650681.083) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -499636.793 std: (+/-807934.509) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -410237.833 std: (+/-649534.724) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -432896.474 std: (+/-601068.976) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -458402.004 std: (+/-746504.561) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
