mean: -213310456.814 std: (+/-208162772.357) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -274337938.742 std: (+/-463154971.447) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -282434173.387 std: (+/-512987893.652) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -279507459.088 std: (+/-516759340.213) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -276447726.181 std: (+/-500876362.013) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -282264744.022 std: (+/-518531705.402) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -280801789.240 std: (+/-511205167.602) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -279090545.996 std: (+/-503623854.066) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -273291427.115 std: (+/-488689229.379) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -279094740.196 std: (+/-504876425.522) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -278537501.633 std: (+/-509903691.147) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -274350559.767 std: (+/-489525753.702) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -285887842.061 std: (+/-520649688.150) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -283149386.338 std: (+/-517149176.470) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -276883671.818 std: (+/-512238102.570) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -274699072.535 std: (+/-507202570.821) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -278028953.912 std: (+/-509093661.920) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -276189144.244 std: (+/-506432580.396) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -273557238.786 std: (+/-499962921.266) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -270989135.345 std: (+/-491188349.215) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -277211093.402 std: (+/-507890907.401) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -218925352.439 std: (+/-209847963.442) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -221163591.360 std: (+/-222362329.495) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -222989518.189 std: (+/-215255863.730) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -219677632.378 std: (+/-233916943.605) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -220460620.836 std: (+/-215542088.702) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -222730030.106 std: (+/-219485223.483) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -224070947.222 std: (+/-223011031.624) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -225048832.175 std: (+/-220892003.564) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -217470052.354 std: (+/-221597262.430) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -214571628.600 std: (+/-219740330.366) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -253694934.119 std: (+/-323089646.638) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -250252053.137 std: (+/-320354339.324) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -246982535.857 std: (+/-314436235.700) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -253764206.638 std: (+/-324486201.620) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -247285337.598 std: (+/-315768574.784) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -251769644.549 std: (+/-324068558.816) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -248982717.209 std: (+/-317970564.390) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -246498550.837 std: (+/-314434373.271) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -253046379.548 std: (+/-331633495.305) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -247860962.536 std: (+/-308624003.631) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -243170296.628 std: (+/-345370830.493) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -233598293.675 std: (+/-332951178.147) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -236371636.801 std: (+/-326656884.263) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -236735726.175 std: (+/-331246027.819) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -239677225.612 std: (+/-326998269.437) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -238548469.346 std: (+/-324898220.605) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -237426347.974 std: (+/-326091696.953) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -236665637.800 std: (+/-322665046.580) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -240368679.636 std: (+/-336065452.927) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -237376826.396 std: (+/-327235398.225) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -257053789.211 std: (+/-331172225.929) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -250577795.271 std: (+/-306336343.920) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -246557012.230 std: (+/-302617477.680) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -242397638.503 std: (+/-288561128.158) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -240204318.070 std: (+/-300379026.155) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -244660304.332 std: (+/-308179707.057) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -238170490.790 std: (+/-290091609.381) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -245576513.845 std: (+/-302901750.142) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -242855850.684 std: (+/-301265538.989) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -242148063.285 std: (+/-301596230.087) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -243845904.136 std: (+/-322775129.481) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -243232119.795 std: (+/-309275251.402) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -252346475.971 std: (+/-334857460.040) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -251845768.229 std: (+/-329802690.944) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -252118242.357 std: (+/-341295704.000) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -253793940.369 std: (+/-329192568.466) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -253672657.866 std: (+/-336826199.460) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -250411800.969 std: (+/-331433739.734) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -252674726.249 std: (+/-330130692.887) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -249477076.808 std: (+/-326072356.790) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -230901403.975 std: (+/-328668535.374) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -240599150.806 std: (+/-348216238.418) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -236922735.938 std: (+/-344043201.827) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -237415142.951 std: (+/-340411886.543) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -235100102.270 std: (+/-329879510.235) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -239982174.974 std: (+/-345992333.487) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -237853650.665 std: (+/-340759447.338) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -239032842.872 std: (+/-342412385.719) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -238515778.057 std: (+/-342549247.472) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -243042983.546 std: (+/-349774007.745) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -263812001.662 std: (+/-452392380.832) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -268551621.574 std: (+/-461239731.456) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -266561561.210 std: (+/-451756641.827) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -265450445.461 std: (+/-462284734.380) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -264028962.800 std: (+/-460667583.190) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -266310670.464 std: (+/-464735923.586) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -267046258.526 std: (+/-465123018.701) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -261585008.008 std: (+/-451122576.686) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -262010904.630 std: (+/-458366240.418) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -264595159.757 std: (+/-464907797.857) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -270080213.707 std: (+/-457070294.534) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -270188108.408 std: (+/-469279242.876) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -272790959.467 std: (+/-490308340.830) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -264548708.606 std: (+/-454297507.219) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -261804220.151 std: (+/-464305498.822) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -268467025.178 std: (+/-469798743.729) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -266277974.713 std: (+/-458844800.671) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -264101665.311 std: (+/-455112290.247) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -262341663.466 std: (+/-460743789.985) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -260385506.974 std: (+/-447548863.763) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -259600364.909 std: (+/-456678034.514) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -266012607.914 std: (+/-467486063.068) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -259922949.059 std: (+/-453713200.865) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -261309738.824 std: (+/-467358077.138) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -260367771.944 std: (+/-453043123.806) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -258107337.552 std: (+/-454609926.719) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -263845881.562 std: (+/-469371760.334) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -262125328.212 std: (+/-461624473.034) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -259782091.239 std: (+/-459472796.921) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -260627133.540 std: (+/-458201733.564) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -245017218.349 std: (+/-230926366.946) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -240922561.541 std: (+/-258861588.639) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -244475377.872 std: (+/-242121947.102) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -250098766.386 std: (+/-246054447.481) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -249704303.240 std: (+/-255315428.477) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -251034075.254 std: (+/-256765738.803) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -255518040.917 std: (+/-251766292.482) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -246138408.181 std: (+/-257643613.532) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -248517985.302 std: (+/-253117665.184) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -252400506.326 std: (+/-254189792.444) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -274395965.479 std: (+/-349924771.890) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -275108197.738 std: (+/-374396243.307) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -272381898.761 std: (+/-360072604.352) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -266690537.716 std: (+/-346583842.000) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -267359474.597 std: (+/-329928833.404) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -267364061.682 std: (+/-335348339.434) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -271078974.079 std: (+/-354878227.090) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -267990009.083 std: (+/-346999521.383) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -270511173.649 std: (+/-347072005.509) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -268269964.512 std: (+/-345257546.278) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -255464792.305 std: (+/-360336291.970) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -250909966.654 std: (+/-354630079.611) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -253260435.258 std: (+/-368604862.863) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -257133114.535 std: (+/-375385031.245) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -254256665.156 std: (+/-364213570.923) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -260289643.635 std: (+/-359917028.360) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -262207900.982 std: (+/-375589835.915) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -258531998.298 std: (+/-376183001.879) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -261525589.383 std: (+/-379463063.161) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -259651359.562 std: (+/-370448434.812) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 1}
mean: -274121504.607 std: (+/-367398509.890) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -269162278.299 std: (+/-353441627.406) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -273962761.703 std: (+/-359629361.652) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -267258756.027 std: (+/-353492499.492) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -268218476.801 std: (+/-341175876.122) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -271979330.854 std: (+/-360718064.770) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -264161942.083 std: (+/-340252475.303) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -267811803.070 std: (+/-352488671.188) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -263797233.221 std: (+/-340911037.080) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -266611688.846 std: (+/-344095943.113) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -277437767.649 std: (+/-389198697.807) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -269889715.104 std: (+/-369116184.305) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -277388006.282 std: (+/-378449394.303) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -275293262.023 std: (+/-386307745.075) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -274301040.178 std: (+/-368312161.992) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -277881511.795 std: (+/-388168163.476) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -275326287.154 std: (+/-377594711.913) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -272882951.582 std: (+/-376945803.265) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -274102624.890 std: (+/-376960757.685) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -273327083.414 std: (+/-375617954.521) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -264892847.660 std: (+/-387165153.974) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -261566767.334 std: (+/-398079228.880) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -263483469.265 std: (+/-401872099.557) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -261683938.917 std: (+/-408139221.695) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -265705694.341 std: (+/-419512236.180) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 2}
mean: -260392968.472 std: (+/-389821745.285) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 2}
